,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
933,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.19950124688279303,1090.0,1177.2,8.926174496644295,4.5984375,147.15,7.071743129087587
934,Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.1521197007481297,1713.49,1850.5692,9.615384615384615,7.2287859375,231.32115,7.523788774756505
935,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1024,AMD Radeon R5 M330,Windows,10,0.5760598503740648,659.0,711.72,5.766666666666667,0.6950390625,88.965,6.569088636412388
936,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1024,Nvidia GeForce GTX 950M,Windows,10,0.401496259351621,977.0,1055.16,6.782608695652175,1.0304296875,263.79,6.962394967940461
937,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.7705735660847881,2499.0,2698.92,4.576719576719577,2.10853125,168.6825,7.900977421923825
938,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,0.3516209476309227,540.0,583.2,7.428571428571428,1.1664,145.8,6.37024338995364
939,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,7,0.40399002493765596,940.0,1015.2,6.753246753246753,2.0304,253.8,6.923825459159632
940,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows,10,0.07481296758104738,1399.0,1510.92,12.626262626262626,2.951015625,188.865,7.321135645286782
941,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,1536,Nvidia GeForce GTX 980M,Windows,10,0.9750623441396509,3240.0,3499.2000000000003,3.7608695652173916,2.278125,109.35000000000001,8.160575388702057
942,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows,10,0.0,646.27,697.9716000000001,14.637681159420291,10.905806250000001,174.49290000000002,6.549610111937739
943,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.1521197007481297,2049.0,2212.92,10.230769230769232,4.322109375,138.3075,7.7025199789210745
944,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.3715710723192021,750.0,810.0,7.155963302752293,3.1640625,101.25,6.698268054115413
945,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,7,0.2119700748129676,1030.99,1113.4692,9.09090909090909,2.2269384,278.3673,7.016133516732969
946,HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,AMD FirePro W4190M,Windows,7,0.30174563591022446,1495.0,1614.6,8.210526315789474,6.30703125,201.825,7.387461683689258
947,Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1,Intel HD Graphics 520,Windows,7,0.2518703241895262,1199.0,1294.92,8.23529411764706,1294.92,161.865,7.166976146611883
948,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500,AMD Radeon R5,Windows,10,0.4264339152119701,387.0,417.96,6.5,0.83592,104.49,6.037775449971233
949,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1280,Nvidia GeForce GTX 1060,Windows,10,0.5012468827930174,1599.0,1726.92,6.407407407407407,1.34915625,215.865,7.454673651995998
950,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows,10,0.17705735660847882,818.35,883.8180000000001,9.500000000000002,3.4524140625000004,220.95450000000002,6.785381974141613
951,HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,7,0.4264339152119701,1599.0,1726.92,5.208333333333334,13.4915625,431.73,7.454673651995998
952,Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1280,Nvidia GeForce GTX 950M,Windows,10,0.4264339152119701,799.0,862.9200000000001,6.5,0.67415625,107.86500000000001,6.761480171924505
953,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Windows,10,0.4164588528678304,638.8,689.904,6.610169491525424,0.673734375,86.238,6.538000885027852
954,MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia GeForce GTX 965M,Windows,10,0.47630922693266836,1599.0,1726.92,6.653846153846154,6.74578125,215.865,7.454673651995998
955,HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1024,Intel HD Graphics 405,Windows,10,0.31670822942643395,500.0,540.0,7.959183673469388,0.52734375,135.0,6.293419278846481
956,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 980M,Windows,10,0.9002493765586035,2299.0,2482.92,4.023255813953488,2.1553125,155.1825,7.817593236415578
957,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows,7,0.20199501246882795,1135.15,1225.9620000000002,8.333333333333334,2.4519240000000004,306.49050000000005,7.112296474386185
958,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128,Intel HD Graphics 520,Windows,7,0.20199501246882795,1166.97,1260.3276,8.333333333333334,9.846309375,315.0819,7.139920096038783
959,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1024,AMD FirePro W6150M,Windows,7,0.5760598503740648,2899.0,3130.92,5.766666666666667,3.0575390625,391.365,8.049401514000309
960,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows,10,0.4264339152119701,1199.0,1294.92,6.5,2.529140625,80.9325,7.166976146611883
961,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,7,0.20199501246882795,1413.1,1526.148,8.333333333333334,5.961515625,190.7685,7.3311572225914095
962,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 960M,Windows,10,0.5511221945137157,1511.19,1632.0852000000002,5.9655172413793105,1.416740625,204.01065000000003,7.3982262655224975
963,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows,10,0.3516209476309227,867.0,936.36,7.428571428571428,3.65765625,234.09,6.8430674133599005
964,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1024,AMD Radeon R4,Windows,10,0.3516209476309227,398.0,429.84,7.428571428571428,0.419765625,107.46,6.0657367914825695
965,Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 960M,Windows,10,0.4738154613466334,1339.0,1446.12,6.023166023166024,1.2553124999999998,90.3825,7.2773306533933795
966,HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256,Intel HD Graphics 515,Windows,10,0.11720698254364087,1699.0,1834.92,11.465517241379311,7.16765625,229.365,7.5153009972463565
967,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,AMD Radeon R5 M315,Windows,7,0.38653366583541154,769.15,830.682,6.9642857142857135,1.661364,207.6705,6.7234501562213
968,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Windows,10,0.3516209476309227,429.0,463.3200000000001,7.428571428571428,3.619687500000001,115.83000000000003,6.140573969695823
969,HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,10,0.11720698254364087,1969.0,2126.52,11.465517241379311,4.153359375,265.815,7.662712261108395
970,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256,Intel Iris Plus Graphics 640,Windows,10,0.13466334164588528,1379.0,1489.3200000000002,10.813008130081302,5.817656250000001,186.16500000000002,7.306746140981454
971,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,1280,Nvidia GeForce GTX 980M,Windows,10,0.9750623441396509,2749.99,2969.9892,3.7608695652173916,2.3203040625,185.624325,7.996650240316317
972,Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.13965087281795513,1029.0,1111.3200000000002,10.0,4.341093750000001,138.91500000000002,7.014203203196918
973,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.08977556109725687,2226.0,2404.0800000000004,12.666666666666666,4.695468750000001,150.25500000000002,7.78533844601989
974,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 960M,Windows,10,0.7057356608478804,1312.49,1417.4892000000002,4.9147727272727275,1.2304593750000001,177.18615000000003,7.257347640543503
975,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32,Intel HD Graphics 400,Windows,10,0.16458852867830426,196.0,211.68,9.851851851851851,6.615,52.92,5.359788688636137
976,HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.11720698254364087,1690.0,1825.2,11.465517241379311,7.1296875,228.15,7.50999258418224
977,HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,7,0.18453865336658354,1513.0,1634.0400000000002,9.79020979020979,6.382968750000001,204.25500000000002,7.399422547863899
978,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows,10,0.3266832917705736,435.0,469.8,7.8,0.4587890625,117.45,6.154433375386121
979,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.27680798004987534,1669.0,1802.52,7.777777777777778,7.04109375,225.315,7.497495589830206
980,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows,10,0.0,479.0,517.32,14.637681159420291,8.083125,129.33,6.250592812141702
981,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,7,0.14214463840399005,1895.0,2046.6,9.920634920634921,7.99453125,255.825,7.6244236545834285
982,HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,1152,Nvidia GeForce GTX 1060,Windows,10,0.6633416458852868,1129.0,1219.3200000000002,5.164179104477612,1.0584375000000001,152.41500000000002,7.106868398415928
983,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2048,Intel HD Graphics 620,Windows,10,0.3366583541147133,629.0,679.32,7.647058823529411,0.33169921875,84.915,6.522563275713528
984,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512,Nvidia Quadro M500M,Windows,7,0.27680798004987534,2050.38,2214.4104,7.777777777777778,4.3250203125,276.8013,7.703192947483658
985,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.20199501246882795,278.0,300.24,9.333333333333334,9.3825,75.06,5.707907289233151
986,HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.28678304239401503,752.0,812.1600000000001,8.478260869565217,3.1725000000000003,101.52000000000001,6.700927892152864
987,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 940MX,Windows,10,0.38403990024937656,616.0,665.2800000000001,6.995515695067264,0.6496875000000001,166.32000000000002,6.501710002608907
988,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1024,AMD Radeon R7 M360,Windows,10,0.45137157107231923,1099.0,1186.92,6.24,1.1591015625,74.1825,7.0799591575878065
989,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M3000M,Windows,7,0.5760598503740648,3949.4,4265.352000000001,5.766666666666667,16.661531250000003,533.1690000000001,8.358514408519934
990,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Windows,10,0.45137157107231923,784.0,846.72,6.24,0.826875,105.84,6.742550392588373
991,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,1280,Nvidia GeForce GTX 980M,Windows,10,0.7705735660847881,2399.0,2590.92,4.576719576719577,2.02415625,161.9325,7.860154192798325
992,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,7,0.2967581047381546,2171.72,2345.4576,8.297872340425533,9.16194375,293.1822,7.7606620656060565
993,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows,10,0.5261845386533666,2440.0,2635.2000000000003,5.0,5.1468750000000005,164.70000000000002,7.8770937652783655
994,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.4264339152119701,1142.8,1234.224,6.5,1.071375,154.278,7.119007609133564
995,HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,10,0.1970074812967581,1629.0,1759.3200000000002,8.986486486486488,6.872343750000001,219.91500000000002,7.473250889687093
996,HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows,7,0.4738154613466334,2229.0,2407.32,6.023166023166024,9.40359375,300.915,7.786684687965018
997,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows,10,0.1970074812967581,1799.0,1942.92,8.986486486486488,7.58953125,242.865,7.572461831910232
998,HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows,7,0.3266832917705736,1899.0,2050.92,7.8,8.01140625,256.365,7.626531219175897
999,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256,Intel HD Graphics 520,Windows,7,0.14214463840399005,2296.95,2480.706,9.920634920634921,9.6902578125,310.08825,7.816701505887862
1000,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows,10,0.3715710723192021,1009.9,1090.692,7.155963302752293,4.260515625,136.3365,6.9954840652388555
1001,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,7,0.2967581047381546,1579.0,1705.3200000000002,8.297872340425533,6.661406250000001,213.16500000000002,7.442094283732767
1002,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.14463840399002498,2339.0,2526.1200000000003,11.023622047244094,9.867656250000001,315.76500000000004,7.834835593399616
1003,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500,AMD Radeon R2 Graphics,Windows,10,0.2917705735660848,297.0,320.76000000000005,8.387096774193548,0.6415200000000001,80.19000000000001,5.773805926024342
1004,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050Ti,Windows,10,0.4812967581047382,1199.0,1294.92,5.9541984732824424,1.2645703125,161.865,7.166976146611883
1005,Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256,Nvidia GeForce 960M,Windows,10,0.3366583541147133,2250.68,2430.7344,7.647058823529411,9.49505625,303.8418,7.796360026595838
1006,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256,AMD Radeon 520,Windows,10,0.30423940149625933,478.89,517.2012,8.167539267015707,2.0203171875,129.3003,6.250363583833549
1007,MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050 Ti,Windows,10,0.5012468827930174,1492.8,1612.2240000000002,6.407407407407407,1.2595500000000002,100.76400000000001,7.3859899401511315
1008,Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,512,Intel HD Graphics 520,Windows,7,0.17705735660847882,2299.0,2482.92,10.0,4.849453125,206.91,7.817593236415578
1009,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1024,AMD Radeon R5 M330,Windows,10,0.45137157107231923,788.49,851.5692,6.24,0.831610546875,106.44615,6.748254378883848
1010,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,512,Intel HD Graphics 520,Windows,10,0.1970074812967581,2041.0,2204.28,8.986486486486488,4.305234375,275.535,7.698609763946129
1011,Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows,7,0.2518703241895262,1499.0,1618.92,8.23529411764706,6.32390625,202.365,7.390132044291014
1012,MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1280,Nvidia GeForce GTX 970M,Windows,10,0.2518703241895262,1769.0,1910.52,8.23529411764706,1.49259375,119.4075,7.555654016068914
1013,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.4812967581047382,899.0,970.92,5.9541984732824424,0.9481640625,121.365,6.879273496546487
1014,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8,1024,Intel HD Graphics 520,Windows,10,0.37655860349127185,459.0,495.72,7.09090909090909,0.4841015625,61.965,6.208026487056637
1015,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050 Ti,Windows,10,0.4812967581047382,1498.0,1617.84,5.9541984732824424,1.404375,202.23,7.389465122357909
1016,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.314214463840399,1390.0,1501.2,8.0,5.8640625,187.65,7.314685979251911
1017,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 920MX ,Windows,10,0.37655860349127185,468.0,505.44000000000005,7.09090909090909,0.49359375000000005,126.36000000000001,6.2274058566520525
1018,HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows,10,0.18703241895261846,249.0,268.92,9.722222222222223,8.40375,134.46,5.598125618797658
1019,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,839.0,906.12,7.09090909090909,0.8848828125,113.265,6.810274745663584
1020,HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.31670822942643395,679.0,733.32,7.959183673469388,2.86453125,91.665,6.598944900910835
1021,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows,10,0.3516209476309227,1159.0,1251.72,7.428571428571428,2.444765625,78.2325,7.133072466237188
1022,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows,10,0.37655860349127185,369.0,398.52,7.09090909090909,0.79704,99.63,5.990263826531463
1023,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows,10,0.3266832917705736,769.0,830.5200000000001,7.0,3.2442187500000004,207.63000000000002,6.723255351260132
1024,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1024,Intel HD Graphics 520,Windows,7,0.4064837905236907,825.0,891.0000000000001,6.724137931034483,0.8701171875000001,222.75000000000003,6.79346613258001
1025,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512,Nvidia GeForce GTX 960,Windows,10,0.6533665835411473,1305.0,1409.4,4.712990936555891,2.752734375,88.0875,7.25162863108366
1026,MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 970M,Windows,10,0.30423940149625933,2153.37,2325.6396,8.167539267015707,2.018784375,145.352475,7.75218027378282
1027,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,0.3441396508728179,650.0,702.0,7.536231884057972,1.404,175.5,6.555356891810665
1028,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.16708229426433918,1637.0,1767.96,10.294117647058822,6.90609375,220.995,7.478147082259141
1029,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256,Nvidia GeForce 920M,Windows,10,0.2119700748129676,831.0,897.48,10.12987012987013,3.50578125,149.58,6.80070444665478
1030,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,500,Intel HD Graphics 500,Windows,10,0.3516209476309227,333.0,359.64000000000004,7.428571428571428,0.7192800000000001,89.91000000000001,5.887880230851412
1031,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6,1024,Nvidia GeForce GTX 960M,Windows,10,0.3715710723192021,799.0,862.9200000000001,7.155963302752293,0.8426953125000001,143.82000000000002,6.761480171924505
1032,Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1280,Nvidia GeForce GTX 960M,Windows,10,0.47406483790523696,909.0,981.72,6.020841373986877,0.76696875,122.715,6.890324237252457
1033,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.34912718204488774,1179.0,1273.3200000000002,7.464114832535886,2.4869531250000003,79.58250000000001,7.150167981986383
1034,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Nvidia GeForce 940MX,Windows,10,0.38403990024937656,691.0,746.2800000000001,6.995515695067264,2.9151562500000003,186.57000000000002,6.616439947564594
1035,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.8753117206982544,2599.0,2806.92,4.119047619047619,2.19290625,175.4325,7.940199274711363
1036,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.4264339152119701,819.0,884.5200000000001,6.5,0.8637890625000001,110.56500000000001,6.786175043077368
1037,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,0.2917705735660848,485.0,523.8000000000001,8.387096774193548,1.0476,130.95000000000002,6.26301723762988
